date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:15:32	18295/18295	---M--	200	added ('OK')	image/png	etag:%22602e847a-4777%22	https://floriandambrine.com/images/illustrations/page-title.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/illustrations/page-title.png	(from https://floriandambrine.com/about/)
16:15:32	566/566	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22602e847a-236%22	https://floriandambrine.com/images/illustrations/dots-group-sm.svg	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/illustrations/dots-group-sm.svg	(from https://floriandambrine.com/about/)
16:15:32	8787/8787	---M-Z	200	added ('OK')	text/html	etag:W/%22602e847a-2253%22	https://floriandambrine.com/fr/about/	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/fr/about/index.html	(from https://floriandambrine.com/about/)
16:15:32	566/566	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22602e847a-236%22	https://floriandambrine.com/images/illustrations/dots-group-cyan.svg	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/illustrations/dots-group-cyan.svg	(from https://floriandambrine.com/about/)
16:15:32	1751/1751	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22602e847a-6d7%22	https://floriandambrine.com/images/illustrations/leaf-cyan-lg.svg	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/illustrations/leaf-cyan-lg.svg	(from https://floriandambrine.com/about/)
16:15:32	124318/124318	---M--	200	added ('OK')	image/png	etag:%22602e847a-1e59e%22	https://floriandambrine.com/images/about/author.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/about/author.png	(from https://floriandambrine.com/about/)
16:15:33	18559/18559	---M--	200	added ('OK')	image/png	etag:%22602e847a-487f%22	https://floriandambrine.com/images/about/signature.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/about/signature.png	(from https://floriandambrine.com/about/)
16:15:33	2648/2648	---M--	200	added ('OK')	image/png	etag:%22602e847a-a58%22	https://floriandambrine.com/images/icons/plan.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/icons/plan.png	(from https://floriandambrine.com/about/)
16:15:33	2707/2707	---M--	200	added ('OK')	image/png	etag:%22602e847a-a93%22	https://floriandambrine.com/images/icons/design.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/icons/design.png	(from https://floriandambrine.com/about/)
16:15:33	2381/2381	---M--	200	added ('OK')	image/png	etag:%22602e847a-94d%22	https://floriandambrine.com/images/icons/print.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/icons/print.png	(from https://floriandambrine.com/about/)
16:15:34	8220/8220	---M-Z	200	added ('OK')	text/html	etag:W/%22602e847a-201c%22	https://floriandambrine.com/fr/blog/	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/fr/blog/index.html	(from https://floriandambrine.com/blog/)
16:15:34	115378/115378	---M--	200	added ('OK')	image/png	etag:%22602e847a-1c2b2%22	https://floriandambrine.com/images/portfolio/ansible.png	C:/Users/berra/Desktop/bot%20museliere/portfolio/floriandambrine.com/images/portfolio/ansible.png	(from https://floriandambrine.com/portfolio/)
